Node	PosxNode	PosyNode	Name	Lines
4410	448640,2	4475085	SUECIA-FRANCFORT	140/2 153/1
4411	448879,5	4475206	SUECIA-Pº DE GINEBRA	140/1 153/2 402/1
4412	448861,8	4475216	SUECIA-Pº DE GINEBRA	140/2 402/2
4413	448853	4475488	SUECIA-BUCAREST	38/2 140/1 506/2
4414	448827	4475466	SUECIA-BUCAREST	38/1 140/2 506/1
4415	448799,4	4475770	SUECIA-MANCHESTER	140/1 402/1 506/2
4416	448779,3	4475773	SUECIA-MANCHESTER	140/2 402/2 506/1
4417	448739,5	4476110	SUECIA-CATANIA	140/1 402/1
4418	448716	4476094	SUECIA-CATANIA	140/2
4419	448516,7	4476227	MARIA SEVILLA DIAGO-NIZA	140/1
4420	448597,6	4476227	MARIA SEVILLA DIAGO-NIZA	140/2
4421	448252	4476182	MARIA SEVILLA DIAGO-AV.CANILLEJAS	38/2 140/1
4423	448017,1	4476946	CANAL DEL BOSFORO-AV.CANILLEJAS	140/1
4424	448031	4476934	CANAL DEL BOSFORO-AV.CANILLEJAS	140/2
4425	447929,4	4477084	AV.CANILLEJAS A VICALVARO-NECTAR	140/1
4426	447915,8	4477076	AV.CANILLEJAS A VICALVARO-NECTAR	140/2
4427	447830	4477288	AV.CANILLEJAS A VICALVARO-DIANA	140/2 153/2
4428	446007	4477293	LOPEZ DE ARANDA-GRAL.ARANAZ	146/1
4429	445940,6	4477275	LOPEZ DE ARANDA-GRAL.ARANAZ	146/2
4430	446201	4477407	LOPEZ DE ARANDA-TAMPICO	146/1
4431	446192	4477421	LOPEZ DE ARANDA-TAMPICO	146/2
4432	446190,2	4477594	TAMPICO-TOBAGO	146/1
4433	446207,8	4477533	TAMPICO-TOBAGO	146/2
4434	446960,3	4477828	JUAN I.LUCA TENA-DR.ZAMENHOF	114/1 146/1
4435	446919,2	4477849	JUAN I.LUCA TENA-DR.ZAMENHOF	146/1 146/2
4441	447739	4475793	ALBERIQUE-ALCONERA	38/1
4442	447735	4475815	ALBERIQUE-ALCONERA	38/2
4443	448671	4475870	JULIA GARCIA BOUTAN-AV.NIZA	38/1 506/1
4444	448639	4475891	JULIA GARCIA BOUTAN-AV.NIZA	38/2 506/2
4445	448803	4475886	JULIA GARCIA BOUTAN-SUECIA	38/1
4446	448794	4475917	JULIA GARCIA BOUTAN-SUECIA	38/2
4447	449061	4475842	SOFIA-MANCHESTER	38/1
4448	449085	4475851	SOFIA-MANCHESTER	38/2
4449	449101	4475599	SOFIA-BUDAPEST	38/1
4450	449126	4475617	SOFIA-BUDAPEST	38/2
4451	448714	4475290	Pº DE GINEBRA-AV.NIZA	38/1 38/2 506/1 506/2
4454	445469	4476287	GUTIERRE DE CETINA Nº 14	109/1
4455	445445,7	4476008	VITAL AZA-EZEQUIEL SOLANA	109/1
4456	446086,3	4475220	GANDHI-SAN TELESFORO	109/1
4457	446112,5	4475212	GANDHI-SAN TELESFORO	109/2
4458	446318,9	4475243	GANDHI-LUIS RUIZ	109/1
4459	446328,3	4475265	GANDHI-LUIS RUIZ	109/2
4460	446599	4475393	GANDHI-BARLOVENTO	109/1
4462	445704	4475867	ASCAO-GUTIERRE DE CETINA	28/1 109/2 506/1
4473	444713	4474828	STA.IRENE-JOSE LUIS ARRESE	110/1 113/2 210/1
4474	445208	4475616	PZA.AGUSTIN GONZALEZ	15/1 15/2
4477	439854	4476503	FDEZ.DE LOS RIOS-GALILEO	2/1
4478	440027	4476599	VALLEHERMOSO-DONOSO CORTES	2/1
4479	440041	4476820	VALLEHERMOSO-CEA BERMUDEZ	2/1
4481	439603	4472931	TOLEDO-DR.VALLEJO NAJERA	18/2 23/2 35/2
4482	433212	4470631	AV.AVIACION-Pº EXTREMADURA	39/1 519/1
4484	440313	4472263	Pº YESERIAS-ARGANDA	18/1 512/1
4485	440311	4472289	Pº YESERIAS-ARGANDA	18/2 512/2
4486	440740	4484443	CEMENTERIO DE FUENCARRAL	704/1 704/2
4494	440497,9	4477811	GTA.CUATRO CAMINOS	149/2
4496	440384,5	4477229	BRAVO MURILLO-ISLAS FILIPINAS	3/2 37/1 149/2 523/2
4497	448150	4476597	AV.CANILLEJAS A VICALVARO-ALIAGA	48/1 140/1 505/1
4499	437833	4476553	SENDA DEL REY-OBISPO TREJO	46/1 520/1
4500	438028	4476631	OBISPO TREJO-MARTIN FIERRO	46/1 520/1
4504	435129,7	4470884	AV.GRAL.FANJUL-RAFAEL FINAT	139/1
4505	435241	4470952	AV.GRAL.FANJUL-GUAREÑA	17/1 117/1 139/2 155/2
4507	447774,1	4474852	AV.GUADALAJARA-AMPOSTA	106/2 140/2 402/2 507/2
4509	448110,6	4475018	AV.GUADALAJARA-ALBERICIA	106/2 140/2 402/2 507/2
4511	445707,8	4477148	JOSE DEL HIERRO-ARTURO SORIA	48/2 146/2
4512	438080	4473188	PABLO SARASATE-SEPULVEDA	119/1 119/2
4514	439221	4476870	ISAAC PERAL-PZA.CRISTO REY	1/1 1/2 44/2 69/1 82/2 132/2
4515	447286	4477225	ALCALA-AV.25 DE SEPTIEMBRE	105/2
4516	446458	4472482	VALDEBERNARDO-HACIENDA DE PAVONES	8/1 20/1
4517	444754	4470362	VILLALOBOS Nº 44	10/1
4518	439767	4472548	Pº YESERIAS-MELILLA	18/1 512/1
4519	439788	4472573	Pº YESERIAS-MELILLA	18/2 512/2
4520	445024	4476466	VIRGEN DE LLUC-ARGENTINA	21/1
4521	442733	4475354	GOYA-CONDE DE PEÑALVER	21/2 53/2
4522	448264	4475555	AV.CANILLEJAS-POBLADURA DEL VALLE	48/1 506/1
4523	448243	4475557	AV.CANILLEJAS-POBLADURA DEL VALLE	48/2 506/2
4524	440536,5	4470534	CRISTO DE LA VICTORIA-OLVIDO	78/1
4525	440549,3	4470527	CRISTO DE LA VICTORIA-OLVIDO	78/2
4529	447414,5	4476695	SAN ROMUALDO-JULIAN CAMARILLO	105/2
4530	447396,8	4476852	SAN ROMUALDO-ALBASANZ	105/1
4531	447361,2	4476841	SAN ROMUALDO-ALBASANZ	105/2 505/1
4532	447262,8	4477158	SAN ROMUALDO-ALCALA	105/1
4533	437656	4472819	CONCEJAL FCO.J.MARTIN-GOTARRENDURA	119/1
4534	437639	4472840	CONCEJAL FCO.J.MARTIN-GOTARRENDURA	119/2
4535	438064,7	4472950	CONCEJAL FCO.J.MARTIN-CHISPEROS	119/1
4536	438055,1	4472961	CONCEJAL FCO.J.MARTIN-CHISPEROS	119/2
4537	446482	4472585	VALDEBERNARDO Nº 10	32/2
4539	443377	4473328	AV.MEDITERRANEO-PZA.CONDE CASAL	63/2 143/2 145/2
4540	445033	4470985	AV.PALOMERAS-PUERTO DEL PICO	10/1
4541	439393	4476978	CEA BERMUDEZ-GAZTAMBIDE	12/1 12/2
4543	436004	4470873	OCAÑA Nº 41	17/1 526/1
4544	436030	4470865	OCAÑA Nº 12	17/2 526/2
4546	448478	4472990	SAN CIPRIANO-Pº ARTILLEROS	4/1 106/1 403/1 507/1
4547	448400	4473218	Pº ARTILLEROS-VILLACARLOS	100/2
4548	448400,7	4473523	Pº ARTILLEROS-PZA.VICALVARADA	100/1 106/2 507/2
4549	448086	4473272	AV.DAROCA-CALAHORRA	4/2 100/2 106/2 507/2
4552	448810	4472968	SAN CIPRIANO-JARDIN DE LA DUQUESA	4/1 106/1 403/1 507/1
4555	449025	4472956	SAN CIPRIANO-CAÑOS DE SAN PEDRO	4/1 106/1 507/1
4556	449010	4472983	SAN CIPRIANO-CAÑOS DE SAN PEDRO	4/2 106/2
4559	448657	4473433	VILLABLANCA-LAGO VAN	100/1
4560	448607,9	4473496	VILLABLANCA-LAGO VAN	100/2
4561	448946	4473275	VILLABLANCA-JARDIN DE LA DUQUESA	100/1
4562	448839	4473373	VILLABLANCA Nº 43	100/2
4563	449191,2	4473143	VILLABLANCA-SEPIOLITA	100/1 106/1 507/1
4564	449215	4473167	VILLABLANCA-SEPIOLITA	100/2 106/2 507/2
4565	448408	4473043	Pº ARTILLEROS-AV.DAROCA	100/2
4566	448444	4473073	Pº ARTILLEROS-SAN CIPRIANO	130/1 130/2
4567	444545,6	4475855	AV.DAROCA-APOSTOL SANTIAGO	106/1 507/1
4568	449095,2	4473069	FORGES-MINERVA	106/1
4569	449100	4473047	FORGES-MINERVA	106/2
4570	448970,6	4473136	FORGES-JARDIN DE LA DUQUESA	106/1 507/1
4571	448971	4473120	FORGES-JARDIN DE LA DUQUESA	106/2
4576	447788,6	4473238	CASALARREINA-GALLO	100/1 130/1
4577	433658	4478108	ROSAS DE ARAVACA-ESTACION DE ARAVACA	160/1
4578	433544,1	4478147	GOLONDRINA-RIO ARLANZON	160/1 161/2
4579	433528,6	4478119	GOLONDRINA-EST.ARAVACA	160/2 161/1
4580	433541,9	4478382	GOLONDRINA-ARROYO POZUELO	160/1 161/2
4581	433528	4478357	GOLONDRINA-VALTRAVIESO	160/2 161/1
4582	433541,5	4478586	GOLONDRINA-VIRGEN DE LOS ROSALES	160/1 161/2
4583	433525	4478547	GOLONDRINA-VIRGEN DE LOS ROSALES	160/2 161/1
4584	433534,9	4478794	GOLONDRINA-BRUJULA	160/1 161/2
4591	442953,6	4476284	MALDONADO-ALCANTARA	56/1
4594	445309,9	4472416	ARROYO FONTARRON Nº 171	63/2 509/2
4595	437774	4470046	Cº VIEJO LEGANES-AV.ABRANTES	118/1 516/1
4596	443835	4473090	SIERRA ELVIRA-JULIAN DEL CERRO	8/2 113/2
4597	443811	4470552	AV.PABLO NERUDA-PZA.ASAMBLEA DE MADRID	57/1 144/2 511/1 511/2
4598	443962,2	4470367	AV.PQUE.PALOMERAS BAJAS-ROMEO Y JULIETA	57/1 144/2
4599	446048	4480277	GTA.MAR DE CRISTAL	87/1 120/1
4600	444708,5	4480017	GRAN VIA HORTALEZA-LOPEZ DE HOYOS	87/2
4601	445222	4472510	ARROYO FONTARRON-E.PALACIOS	63/2 143/2 509/2
4609	438209	4470816	Cº VIEJO LEGANES-PELICANO	118/1 516/1
4611	448263	4474946	AV.CANILLEJAS A VICALVARO-SUECIA	4/2 106/2 140/2 153/1 507/2
4612	448290	4474405	AV.CANILLEJAS A VICALVARO-M40	4/1 106/1
4613	448306	4474412	AV.CANILLEJAS A VICALVARO-M40	4/2 106/2
4616	439487,2	4470202	PARQUE DE LA PALOMA-HENO	78/1
4617	439515,6	4470185	PARQUE DE LA PALOMA-HENO	78/2
4618	439339,6	4470131	AVENA-HENO	78/1
4619	439354,4	4470134	AVENA-HENO	78/2
4620	439336,3	4469932	AVENA-R.BELTRAN ROZPIDE	78/1
4621	439353,4	4469940	AVENA-R.BELTRAN ROZPIDE	78/2
4622	439603	4469883	R.BELTRAN ROZPIDE-AV.RAFAELA YBARRA	78/1
4623	439596	4469893	R.BELTRAN ROZPIDE-AV.RAFAELA YBARRA	78/2
4624	439778	4469202	GRAN AVENIDA-Cº VIEJO VILLAVERDE	78/1 81/1 116/1 515/1
4625	439832	4469243	GRAN AVENIDA-Cº VIEJO DE VILLAVERDE	78/2 81/2 116/2
4628	432142	4480302	PRINCIPE VIANA-PROCION	162/1
4629	432146	4480288	PRINCIPE VIANA-PROCION	162/2
4630	444577,6	4468725	CENTRO DE TRANSPORTES DE MADRID	130/1 453/2
4632	434968,8	4472024	ESCALONA-AV.PADRE PIQUER	131/2
4633	438102,5	4473379	Pº LOS OLIVOS-CARAMUEL	138/1
4634	438160,7	4473360	Pº LOS OLIVOS-CARAMUEL	138/2
4635	447227,9	4474426	PZA.ALSACIA-MALMOE	106/1 140/1 507/1
4636	447511,5	4474540	AQUITANIA-CAPRI	106/1 140/1 402/1 507/1
4637	447872	4474705	AQUITANIA-REPUBLICA ESLOVACA	106/1 140/1 402/1 507/1
4639	448273,7	4477995	AV.DE JACA-AV.DE AMERICA	140/1
4640	445801	4473425	PICO ARTILLEROS Nº 52	30/2 32/1
4641	445817,4	4473441	PICO ARTILLEROS Nº 15	30/1 32/2 508/1
4642	440899	4476843	JOSE ABASCAL-ALONSO CANO	12/1
4643	439109	4479827	ANTONIO MACHADO-SINESIO DELGADO	126/2 127/2 132/2
4644	444398,2	4469845	AV.ENTREVIAS-ESTEBAN CARROS	511/2
4645	444355,4	4469854	AV.ENTREVIAS-ESTEBAN CARROS	103/2 511/1
4646	439716	4470936	RAFAELA YBARRA-MARCELO USERA	515/2
4647	448308	4473053	AV.DAROCA-Pº ARTILLEROS	4/2 100/2 106/2
4651	441275	4481419	MONFORTE DE LEMOS-POLIDEPORTIVO	134/1 137/2
4652	438629	4472972	Pº ERMITA DEL SANTO-PTE.SAN ISIDRO	50/2
4653	437143,9	4470371	SOMBRA-JUNTA MUNICIPAL CARABANCHEL	108/2
4655	447265,1	4474613	AV.GUADALAJARA-PZA.ALSACIA	106/2 140/2 402/2 507/2
4656	443498	4474908	O DONNELL-ITURBE	28/2 71/2
4657	443899	4470005	VILLACARRILLO-AV.ENTREVIAS	102/2 103/1 511/2
4658	443699	4469841	VILLACARRILLO-CAZORLA	102/2 103/1 511/2
4659	450908	4480379	AV.GENERAL-JEREZ DE LOS CABALLEROS	105/2 115/2 504/2
4660	438631,3	4474148	Pº EXTREMADURA-PTE.DE SEGOVIA	25/1
4661	438901	4470866	BRAGANZA-VIA LUSITANA	47/2 55/2 81/1 247/2 517/2
4662	441226	4468008	AV.ANDALUCIA-DULZURA	22/1 59/1 79/1 85/1
4663	441260	4467958	AV.ANDALUCIA-DULZURA	22/2 59/2 79/2 85/2
4664	441242	4467342	AV.ANDALUCIA-ANOETA	22/1 59/1 79/1 85/1
4665	441271	4467304	AV.ANDALUCIA-ANOETA	22/2 59/2 79/2 85/2
4669	439737,1	4472870	Pº ACACIAS-DR.VALLEJO NAJERA	34/1 36/1 62/2 116/1 118/1 119/1
4670	437765,7	4471157	GRAL.RICARDOS-ALONDRA	34/1 35/1 517/1
4671	437796,4	4471159	GRAL.RICARDOS-PTA.BONITA	34/2 35/2 517/2
4673	441669	4471160	PTO.BEJAR-PTO.MIRAVETE	62/2
4674	443472	4471437	PARROCO DON EMILIO FRANCO-PALOMERAS	24/2
4675	441014	4476005	STA.ENGRACIA-CARACAS	3/1
4676	442329,5	4477124	JOAQUIN COSTA-GTA.LOPEZ HOYOS	68/1
4677	442345	4477161	JOAQUIN COSTA-GTA.LOPEZ HOYOS	69/2
4678	442031,2	4477505	JOAQUIN COSTA-PZA.REP.ARGENTINA	68/1
4679	442257	4477275	JOAQUIN COSTA-VELAZQUEZ	69/2
4680	446435	4470746	AV. DE LA ALBUFERA-TRANVIA DE ARGANDA	54/1 58/1 103/1 142/1 143/1
4681	446445,2	4470766	AV.ALBUFERA-TRANVIA DE ARGANDA	54/2 58/2 103/2 142/2 143/2
4682	446963	4470699	CTRA.VICALVARO-VALLECAS-JESUS DEL PINO	54/1 58/1 103/1 142/1 143/1
4683	446954	4470719	CTRA.VICALVARO-VALLECAS-JESUS DEL PINO	54/2 58/2 103/2 142/2 143/2
4684	447443	4469865	CONGOSTO-LA REVOLTOSA	54/1 509/1
4685	447460	4469860	CONGOSTO-LA REVOLTOSA	54/2
4686	447478	4469657	CONGOSTO-PEÑA RIVERA	54/1 509/1
4687	447492	4469672	CONGOSTO-PEÑA RIVERA	54/2
4689	447594	4469282	PEÑA CERVERA-CONGOSTO	142/1
4691	447885	4470743	ENRIQUE Gª ALVAREZ-Cº DE VASARES	58/1 509/2
4692	447860	4470728	ENRIQUE Gª ALVAREZ-Cº DE VASARES	58/2
4693	447123	4470536	JESUS DEL PINO-SIERRA DE GUADALUPE	130/1 454/1 481/1
4694	447063	4470466	SAN JAIME-SIERRA DE GADOR	130/2 454/2
4696	447539	4470081	MONTES DE BARBANZA-SIERRA DEL EJE	54/1 103/1 142/1 509/1
4697	447594	4469390	CONGOSTO-PEÑA CERVERA	54/1 509/1
4698	447404,7	4469257	PEÑA CERVERA-FUENTIDUEÑA	142/2
4699	447305,8	4469439	FUENTIDUEÑA-CENTRO DE SALUD	142/2 509/2
4700	447251,9	4469723	PTO.PORZUNA-FUENTIDUEÑA	103/2 142/2
4701	447398,5	4469867	PTO.PORZUNA-CONGOSTO	103/2 142/2
4702	446835	4471225	ESCUELA DE INFORMATICA-POLIDEPORTIVO	90/1
4704	446955,5	4470387	SAN JAIME Nº 23	130/2 454/2
4705	436288	4471125	NTRA.SRA.DE LA LUZ-OCAÑA	17/2 526/2
4706	436476	4471003	NTRA.SRA.DE LA LUZ-Cº INGENIEROS	17/2 526/2
4707	451688	4480313	AEROPUERTO T3	101/2 200/2
4708	446709,8	4475424	HNOS.GARCIA NOBLEJAS-GANDHI	4/1 38/1 48/1 70/1 109/2 506/1
4709	441619,2	4478606	RAFAEL SALGADO-Pº CASTELLANA	150/1
4710	441847	4476193	SERRANO-PADILLA	9/2 19/1 51/2
4711	436986	4471496	VIA CARPETANA-PETIRROJO	17/2
4712	443297	4474360	DR.ESQUERDO-SAINZ DE BARANDA	30/1 56/1 143/1 156/1 508/1
4713	443337	4474368	DR.ESQUERDO-SAINZ DE BARANDA	30/2 56/2 143/2 156/2 508/2
4714	443277,3	4474036	DR.ESQUERDO-SAMARIA	30/1 56/1 143/1 156/1 508/1
4715	443309	4474035	DR.ESQUERDO-SAMARIA	30/2 56/2 143/2 156/2
4716	443182,8	4473231	DR.ESQUERDO Nº 136	56/1 156/1
4717	443234	4473243	DR.ESQUERDO-PZA.CONDE CASAL	56/2 156/2
4721	443707,2	4478143	LOPEZ DE HOYOS-PADRE CLARET	9/1 72/1 73/1 502/1
4728	441229,3	4468366	AV.ANDALUCIA-UNANIMIDAD	18/2 86/2 513/2 514/2
4730	439794	4481965	AV.CARDENAL HERRERA ORIA-RODA DE BARA	49/1 134/1
4731	439230	4482403	VALLE ENMEDIO-GTA.P.CORRALILLOS	49/1
4733	438632,6	4482226	PEÑA DEL AGUILA-CERRO MINGUETE	49/2
4735	438902	4482263	CERRO MINGUETE-RISCOS DE POLANCO	49/2 521/1
4736	439402,6	4482442	VENTISQUERO CONDESA-VALLE DE ENMEDIO	49/1
4737	439384,2	4482439	VENTISQUERO CONDESA-VALLE DE ENMEDIO	49/2
4740	439397,1	4482600	VENTISQUERO CONDESA-COLLADO MARICHIVA	49/2
4742	441468,8	4476838	CASTELLANA-PZA.DR.MARAÑON	7/2 40/2 147/2
4743	443228	4470503	HERNANDEZ MAS-RAFAEL MARCOTE	144/1
4744	438587	4472859	Pº ERMITA DEL SANTO-Pº SAN ILLAN	25/1
4745	438618	4472842	Pº ERMITA DEL SANTO-Pº SAN ILLAN	25/2
4746	438526	4472628	Pº ERMITA DEL SANTO-Pº 15 DE MAYO	25/1
4747	438548	4472644	Pº ERMITA DEL SANTO-Pº 15 DE MAYO	25/2
4748	438005	4472548	Pº ERMITA DEL SANTO-PARQUE SAN ISIDRO	25/1
4749	437892	4472538	Pº ERMITA DEL SANTO-PARQUE SAN ISIDRO	25/2
4751	443310	4470482	LA MANCHA-GUADALCAZAR	144/1 144/2
4752	445260	4481327	SANTA SUSANA-SANTA ADELA	107/1
4754	440641	4481153	FINISTERRE-MELCHOR FDEZ.ALMAGRO	147/1
4755	446593	4473364	DR.GARCIA TAPIA-FTE.CARRANTONA	30/1
4756	446617	4473400	DR.GARCIA TAPIA-FTE.CARRANTONA	30/2
4757	446830	4473297	DR.GARCIA TAPIA-LAPONIA	30/1 100/1 508/1
4758	446822	4473337	DR.GARCIA TAPIA-RABAT	30/2 100/2
4760	446861	4473007	EL CAIRO-LAPONIA	30/1
4761	446837	4473147	LAPONIA-MUNICH	30/1
4762	446943	4474359	FTE.CARRANTONA-AV.DAROCA	140/2
4763	446982	4474340	FTE.CARRANTONA-AV.DAROCA	140/1
4764	447084,3	4476502	JULIAN CAMARILLO-RUFINO GONZALEZ	105/1
4765	447015	4476493	JULIAN CAMARILLO-RUFINO GONZALEZ	105/2
4766	437242,3	4471823	NTRA.SRA.VALVANERA-VIA CARPETANA	55/2 119/2
4770	443273,6	4477051	AV.AMERICA-CORAZON DE MARIA	114/2 115/2 122/2
4771	434835	4479747	ARGENTONA-AV.VALDEMARIN	161/1
4772	434837,8	4479756	ARGENTONA-AV.VALDEMARIN	161/2
4777	438646,8	4482151	PEÑA DEL AGUILA-CERRO CARRASQUETA	49/1
4780	439770	4473442	TOLEDO-LA PALOMA	17/2 18/2 23/2 35/2
4781	436266	4472607	CONCEJAL FCO.J.JIMENEZ-BERLANAS	55/1
4782	436473,1	4472621	CONCEJAL FCO.J.JIMENEZ-CARBONERAS	55/2
4783	448244	4476366	AV.ARCENTALES-AV.CANILLEJAS A VICALVARO	38/1 140/2
4784	448486	4476414	AV.ARCENTALES-AV.NIZA	38/1 140/2
4785	446629	4481283	AV.MARUJA MALLO-Cº DEL OLIVAR	87/1
4786	446648,6	4481414	AV.MARUJA MALLO-Cº DE MONTORO	87/2
4787	448872	4470369	FUENTESPINA-CENTRO DE SALUD	58/1 63/1
4788	448883,8	4470360	FUENTESPINA-CENTRO DE SALUD	63/2 145/2
4789	433681,9	4478847	GOLONDRINA-VELETA	160/1 161/2
4790	433843,1	4478847	GOLONDRINA-CTRA.HUMERA A ARAVACA	160/1 161/2
4791	433840	4478863	GOLONDRINA-CTRA.HUMERA	160/2 161/1
4792	433620,8	4478862	GOLONDRINA-AV.GALAXIA	160/2 161/1
4793	433989,5	4478971	CTRA.HUMERA A ARAVACA-PINILLA	160/1 161/2
4794	433982,3	4478976	CTRA.HUMERA A ARAVACA-RIAZA	160/2 161/1
4795	433273,3	4479222	PICO OCEJON-AV.OSA MAYOR	160/1
4802	442483	4472137	PEDRO BOSCH-MENDEZ ALVARO	8/1 156/2
4805	444551,8	4468707	CENTRO DE TRANSPORTES DE MADRID	130/2 453/1
4806	444356,1	4468515	MERCAMADRID-NAVES AUXILIARES	130/2 453/1
4807	444375,6	4468497	MERCAMADRID-NAVES AUXILIARES	130/1 453/2
4808	443894	4468161	MERCAMADRID-ZONA COMERCIAL	130/2 453/1
4809	443845	4468077	MERCAMADRID-ZONA COMERCIAL	453/2
4810	443579	4467911	MERCAMADRID-PESCADOS	453/1
4811	443612,7	4467863	MERCAMADRID-PESCADOS	453/2
4812	443333,8	4468033	MERCAMADRID-CARNES	453/1 453/2
4814	439647,5	4469703	AV.RAFAELA YBARRA-AV.POBLADOS	6/2 60/2 78/2 81/2 515/2
4815	439668	4469940	AV.RAFAELA YBARRA-R.BELTRAN ROZPIDE	6/2 60/2 81/2 515/2
4816	439182	4476358	PZA.MONCLOA	1/2 44/1 68/2
4825	441800,2	4467430	PILAR LORENGAR-ANDREA JORDAN	513/2
4826	432801,9	4470325	Pº LANCEROS-Pº HUSARES	139/2
4827	449583	4477952	AV.CUARTA-CALLE CINCO	77/1
4828	441611,9	4478800	Pº CASTELLANA-GRAL.YAGUE	5/1
4831	442713	4479166	PRINCIPE DE VERGARA-REP.DOMINICANA	16/2 29/2 501/2
4832	442751	4479163	PRINCIPE DE VERGARA-REP.DOMINICANA	16/1 29/1 51/1
4833	441782	4467711	CTRA.VILLAVERDE A VALLECAS-COALICION	123/1 130/2
4834	441785	4467695	CTRA.VILLAVERDE A VALLECAS-COALICION	123/2 130/1
4837	444295	4469907	AV.ENTREVIAS-ESTACION EL POZO	102/1 102/2 103/1 103/2 310/1 310/2 454/1 454/2
4838	444666,1	4470113	PTO.BALBARAN-AV.PQUE.PALOMERAS BAJAS	310/1 511/2
4839	441063,6	4473090	BATALLA DEL SALADO-DELICIAS	19/1 45/2 86/1 513/1
4840	443667,4	4469633	BARROS-RONDA SUR	102/1 103/2
4841	444265,4	4469620	ESTEBAN CARROS-COOP.ELECTRICA	102/1
4842	444258	4469645	ESTEBAN CARROS-COOP.ELECTRICA	102/2
4843	444390	4469783	PADRE LLANOS-ESTEBAN CARROS	102/1
4844	444399,3	4469803	PADRE LLANOS-ESTEBAN CARROS	102/2
4845	443640,8	4469607	RONDA SUR-BARROS	102/2
4846	437127,4	4471147	Pº MUÑOZ GRANDES-LAGUNA	35/1 517/1
4849	442715	4478778	PRINCIPE DE VERGARA-REP.ECUADOR	7/1 16/1 29/1 51/1
4850	442676	4478774	PRINCIPE DE VERGARA-REP.ECUADOR	7/2 16/2 29/2 51/2
4853	451786,6	4480062	AEROPUERTO T2	101/1 200/1 203/1 527/1
4857	436952,7	4469957	MARIA ODIAGA-FEDERICO GRASES	108/1
4858	437060,6	4469767	PZA.NAVARROS-ALISEDA	108/1
4859	436274	4471495	ILLESCAS-LOS YEBENES	31/1
4861	443914	4471700	ARROYO DEL OLIVAR-MONTE PERDIDO	10/1
4864	443223	4472470	AV.CDAD.BARCELONA-M30	10/2 136/2 310/2 510/2 525/2
4865	441512,7	4468898	AV.ROSALES-SILVINA	23/1 512/1
4866	441517	4468923	AV.ROSALES-CORINDON	23/2 512/2
4867	441645,8	4468803	AV.ROSALES-RUTILO	23/1 512/1
4868	441651	4468826	AV.ROSALES-RUTILO	23/2 512/2
4869	441567	4467998	AV.OROVILLA-AV.FELICIDAD	23/1 23/2
4871	441865,9	4468052	AV.FELICIDAD-UNANIMIDAD	23/2 123/1
4877	430029	4481131	GUECHO-PARADORES	162/1
4878	445264	4477824	ANGELITA CAVERO-GRAL.ARANAZ	114/2 504/2
4879	445711,5	4477855	TELEMACO-INST.NCNAL.ESTADISTICA	114/2 504/2
4880	440828	4469121	MOREJA Nº 26	78/1 116/1
4881	436296	4471145	NTRA.SRA.DE LA LUZ-OCAÑA	17/1 526/1
4884	447153	4477400	AV.25 SEPTIEMBRE-PZA.ENSIDESA	104/1
4885	447700	4478859	AV.DE LOS ANDES-AÑIL	104/1 112/1 122/1
4886	447691,7	4478923	AV.DE LOS ANDES-AÑIL	104/2 112/2 122/2
4887	447819,9	4479183	RIBERA DEL LOIRA-AV.CONSEJO EUROPA	104/1
4889	447572,9	4479384	RIBERA DEL LOIRA Nº 52	104/1
4890	447582,3	4479357	RIBERA DEL LOIRA Nº 52	104/2
4891	447391	4479577	RIBERA DEL LOIRA-AV.PARTENON	104/1
4892	447375,1	4479569	RIBERA DEL LOIRA-AV.PARTENON	104/2
4893	447163,3	4479933	RIBERA DEL LOIRA Nº 16	104/1
4894	447165,2	4479901	RIBERA DEL LOIRA Nº 16-18	104/2
4895	446610,2	4480192	ACONCAGUA-NEVADO CUMBAL	104/1 451/2 799/2
4896	446620,7	4480173	ACONCAGUA-NEVADO CUMBAL	104/2 451/1 799/1
4897	446333,9	4480276	AYACUCHO-NEVADO RUIZ	104/1 451/2 799/2
4898	445943	4480273	MAR DE CRISTAL-AREQUIPA	112/1 112/2 799/1 799/2
4900	446081,7	4480200	AREQUIPA Nº 30	104/2 451/1 799/1
4901	446331,5	4480164	AREQUIPA-TREFACIO	104/2 451/1 799/1
4902	447356,9	4478635	AV.LOS ANDES-AV.MACHUPICHU	104/2 112/2 122/2
4903	447036	4477600	AV.25 SEPTIEMBRE-PZA.LAS OLIVAS	104/2
4910	446026,7	4480181	LOS EMIGRANTES-AREQUIPA	112/1 153/2
4911	446220,7	4479720	AV.MACHUPICHU-MONTALBOS	112/1 153/2
4912	446232,8	4479754	AV.MACHUPICHU-MOTA DEL CUERVO	112/2 153/1 503/2
4913	446447,8	4479292	AV.MACHUPICHU-PZA.MANUEL RODRIGO	112/1 122/1 153/2
4914	446448	4479315	AV.MACHUPICHU-PZA.MANUEL RODRIGO	112/2 122/2 153/1
4915	447918,1	4479604	PARTENON-CAMPO NACIONES	112/1
4916	448103,5	4479634	PARTENON-GTA.HAMBURGO	112/1
4917	448124	4479662	PARTENON-GTA.HAMBURGO	112/2
4920	450697,7	4479989	GTA.ERMITA VIRGEN SOLEDAD-AV.LOGROÑO	112/1
4921	450217	4479501	AV.LOGROÑO-BENIFAYO	105/2 112/1 115/2 504/2
