Node	PosxNode	PosyNode	Name	Lines
1652	439048,6	4479624	ANTONIO MACHADO-ISLA DE OZA	126/2 127/2 132/2
1653	439141,6	4479919	ANTONIO MACHADO-SINESIO DELGADO	127/1 132/1 521/1
1654	439126,8	4479900	ANTONIO MACHADO-SINESIO DELGADO	127/2 132/2 521/2
1655	439112	4480094	ANTONIO MACHADO-VALDERREY	127/1 132/1 521/1
1656	439113,7	4480168	ANTONIO MACHADO-VALDERREY	127/2 132/2 521/2
1657	439114,9	4480400	ANTONIO MACHADO-VALDERRODRIGO	127/1 132/1 521/1
1658	439095,1	4480400	ANTONIO MACHADO-VALDERRODRIGO	127/2 132/2 521/2
1659	438889	4480705	ISLA MALAITA-JOAQUIN LORENZO	137/1
1661	438970,6	4480850	ISLA MALAITA-CESAR MANRIQUE	137/1
1663	438972,4	4481064	GTA.MARIANO SALVADOR MAELLA	127/1
1664	438930,6	4480991	GTA.MARIANO SALVADOR MAELLA	127/2
1665	440205,6	4481894	GINZO DE LIMIA-FERMIN CABALLERO	127/1 127/2
1666	439997	4478058	DR.FEDERICO RUBIO-ALMANSA	44/1 127/1 521/1
1667	440010,6	4478019	DR.FEDERICO RUBIO-ALMANSA	44/2 127/2 521/2
1668	439955	4478211	DR.FEDERICO RUBIO-ABEL	44/1 127/1
1669	439939	4478207	DR.FEDERICO RUBIO-ABEL	44/2 127/2
1670	439925	4478415	FEDERICO RUBIO Y GALI-JERONIMA LLORENTE	44/1 127/1 521/1
1671	439914	4478400	FEDERICO RUBIO Y GALI-JERONIMA LLORENTE	44/2 127/2 521/2
1672	439695,6	4478576	AV.PABLO IGLESIAS-NUMANCIA	127/1 521/1
1673	439700,9	4478516	AV.PABLO IGLESIAS-NUMANCIA	127/2 521/2
1674	439746	4478895	AV.PABLO IGLESIAS-ALEJANDRO RGUEZ.	127/1 132/1 521/1
1675	439696	4478854	AV.PABLO IGLESIAS-ALEJANDRO RGUEZ.	127/2 132/2 521/2
1676	439825	4479040	OFELIA NIETO-FRANCOS RODRIGUEZ	44/1 128/1
1677	439799	4479047	OFELIA NIETO-FRANCOS RODRIGUEZ	44/2 128/2
1678	440028	4479426	OFELIA NIETO-VILLAAMIL	44/1 128/1
1679	439999	4479429	OFELIA NIETO-VILLAAMIL	44/2 128/2
1680	439962,6	4479769	VILLAAMIL-SAN RESTITUTO	128/1
1681	439948	4479761	VILLAAMIL-SAN RESTITUTO	128/2
1682	439781	4480152	Cº DEL CHORRILLO	128/1
1683	439788,4	4480114	Cº DEL CHORRILLO	128/2
1684	438525	4477088	PZA.CARDENAL CISNEROS-AERONAUTICA	82/1 92/1 99/1 132/1 520/1
1685	438468	4477106	PZA.CARDENAL CISNEROS-AERONAUTICA	82/2 92/2 99/2 132/2 520/2
1686	438494	4477195	AV.COMPLUTENSE-AGRONOMOS	82/1 92/1 99/1 132/1
1687	438459	4477442	AV.COMPLUTENSE-MEDICINA	82/1 92/1 99/1 132/1 520/1
1688	438429	4477421	AV.COMPLUTENSE-MEDICINA	82/2 92/2 99/2 132/2 520/2
1689	438433	4477674	AV.COMPLUTENSE-FARMACIA	82/1 92/1 99/1 132/1
1690	438404	4477654	AV.COMPLUTENSE-CIENCIAS INFORMACION	82/2 92/2 99/2 132/2
1691	438399	4477908	AV.COMPLUTENSE-PARANINFO	82/1 92/1 99/1 132/1 520/1
1692	438373	4477908	AV.COMPLUTENSE-PARANINFO	82/2 92/2 99/2 132/2 520/2
1693	438428,3	4478183	PARANINFO-MATEMATICAS	82/1 91/1 92/1 99/1 520/1
1694	438274,4	4478092	PARANINFO-FILOSOFIA	82/2 91/1 92/1 99/2 520/2
1696	438250	4478276	PARANINFO-DERECHO	82/2 91/1 92/1 99/2 520/2
1697	438292	4478699	PARANINFO-CIEMAT	82/1 520/1
1698	438275	4478667	PARANINFO-CIEMAT	82/2 520/2
1699	438248	4479011	AV.MIRAFLORES-CTRA.DEHESA VILLA	82/1 520/1
1700	438221	4478999	AV.MIRAFLORES-CTRA.DEHESA VILLA	82/2 520/2
1701	438456	4479342	NAVALPERAL-MADRIGAL	82/1 520/1
1703	438696	4479431	A.FDEZ.CLAUSELLS-MARTIRES MARISTAS	82/1 137/1 520/1
1704	438647,7	4479405	JOSE FENTANES-MARTIRES MARISTAS	82/2 137/2 520/2
1705	438699	4479752	A.FDEZ.CLAUSELLS-ISLA DE OZA	82/1 137/1 520/1
1706	438643,6	4479745	JOSE FENTANES-ISLA DE OZA	82/2 137/2 520/2
1709	438430	4480260	SAN MARTIN DE PORRES-ARTESA DE SEGRE	82/1 137/1
1710	438439,1	4480216	SAN MARTIN DE PORRES-ARTESA DE SEGRE	82/2
1711	438314,7	4480530	SAN MARTIN DE PORRES-GUISANDO	82/1 137/1 520/1
1712	438314,9	4480501	SAN MARTIN DE PORRES-GUISANDO	82/2
1713	437946	4480657	DR.RAMON CASTROVIEJO-AV.MIRAFLORES	82/2
1715	437732	4480741	GTA.FCO.BAYEU Y SUBIAS-DR.CASTROVIEJO	82/2
1716	437484	4480910	CANTALEJO-CHAPINERIA	82/1
1717	437445	4480916	CANTALEJO-CHAPINERIA	82/2
1718	437257	4480991	CANTALEJO-ARROYOFRESNO	82/1
1719	437229	4480991	CANTALEJO-ARROYOFRESNO	82/2
1720	437295,5	4481205	ARROYOFRESNO-AV.C.HERRERA ORIA	82/1 520/1
1721	437301,9	4481232	ARROYOFRESNO-AV.C.HERRERA ORIA	82/2
1722	437438,3	4481512	FRESNEDILLAS-SIGUERO	82/1 520/1
1723	437411	4481494	FRESNEDILLAS-SIGUERO	82/2
1724	437615,8	4481518	GABRIELA MISTRAL-L.ALAS CLARIN	82/1 520/1
1725	437644,9	4481608	GABRIELA MISTRAL-L.ALAS CLARIN	82/2
1726	437736	4481729	A.RGUEZ.CASTELAO-GABRIELA MISTRAL	82/1 520/1
1727	437724,3	4481744	A.RGUEZ.CASTELAO-GABRIELA MISTRAL	82/2
1728	442984	4480500	AV.PIO XII-MARQUES DE TORROJA	14/1 14/2 16/1 16/2
1729	438065	4481674	A.RGUEZ.CASTELAO-DR.REINOSA	82/2
1730	438169	4481615	ALEJANDRO CASONA-DR.REINOSA	82/1
1731	438144,4	4481598	ALEJANDRO CASONA-DR.REINOSA	82/2
1732	441490,3	4481389	MONFORTE DE LEMOS-PARQUE NORTE	134/1 137/2
1733	441364,5	4481379	MONFORTE DE LEMOS-PARQUE NORTE	134/2 137/1
1734	441024	4481453	MONFORTE DE LEMOS-PUENTECESURES	134/1 137/2
1735	441032,1	4481424	MONFORTE DE LEMOS-PUENTECESURES	134/2 137/1
1736	440724	4481490	MONFORTE DE LEMOS-PARQUE BOMBEROS	134/1 137/2
1737	440735,1	4481463	MONFORTE DE LEMOS-PARQUE BOMBEROS	134/2 137/1
1738	438245,8	4481847	RAMON GOMEZ SERNA-ALEJANDRO CASONA	82/1 82/2
1739	439577,2	4481908	LA MASO-AV.CARDENAL HERRERA ORIA	134/1
1740	439561	4481899	LA MASO-C.HERRERA ORIA	134/2
1741	439583,8	4482235	LA MASO-SALOU	134/1
1742	439568	4482231	LA MASO-SALOU	134/2
1743	439598,7	4482501	LA MASO-HOSPITAL RUBER INTERNACIONAL	134/1
1744	439578,6	4482542	LA MASO-HOSPITAL RUBER INTERNACIONAL	134/2
1745	439654,8	4482806	CERRO DEL CASTAÑAR-LA MASO	133/1 134/1
1746	439646,5	4482797	CERRO DEL CASTAÑAR-LA MASO	134/2
1747	439814,8	4475326	MAESTRO GUERRERO	138/1 138/2
1748	439613	4483037	CERRO DEL CASTAÑAR-MORALZARZAL	134/2
1749	439855,3	4482954	MORALZARZAL-LA MASO	133/2 134/1
1750	439728	4475347	PRINCESA-PZA.ESPAÑA	1/2 2/1 44/1 68/2 133/1 521/1
1751	440043,6	4483114	LA MASO-NURIA	134/1
1752	439992,5	4483117	LA MASO-NURIA	134/2
1753	440163	4483149	LA MASO-MARBELLA	134/1 523/1
1759	440189	4483487	COSTA BRAVA-VALLE FUENFRIA	134/2 178/2
1760	440178	4483523	COSTA BRAVA-VALLE FUENFRIA	134/1 178/1
1761	440389,3	4483353	COSTA BRAVA-LA MASO	134/2 178/2 523/2
1762	440402	4483369	COSTA BRAVA-LA MASO	134/1 178/1 523/1
1763	440644,8	4483153	COSTA BRAVA Nº 15	178/2
1765	440076	4475059	SAN BERNARDO-MQUES.DE LEGANES	147/1
1766	440066	4475098	SAN BERNARDO-LA ESTRELLA	3/2 147/2
1767	440109	4475404	SAN BERNARDO-MINISTERIO JUSTICIA	147/1
1768	440094	4475382	SAN BERNARDO-MINISTERIO JUSTICIA	3/2 147/2
1769	440193	4475624	SAN BERNARDO-DAOIZ	147/1
1770	440170	4475612	SAN BERNARDO-DAOIZ	3/2 147/2
1771	440272,3	4475860	GTA.DE RUIZ JIMENEZ	147/1
1772	440207	4475852	GTA.DE RUIZ JIMENEZ	3/2 147/2
1774	440699	4475972	LUCHANA-TRAFALGAR	147/2
1776	440820,7	4480941	SINESIO DELGADO-FINISTERRE	147/1
1777	440556	4480834	GINZO DE LIMIA-AV.FERROL	147/2 523/2
1778	440493	4481074	GINZO DE LIMIA-MELCHOR FDEZ.ALMAGRO	147/2 523/2
1780	440444,6	4481134	MELCHOR FDEZ.ALMAGRO-GINZO DE LIMIA	147/1
1781	440143	4481060	MELCHOR FDEZ.ALMAGRO-AV.FERROL	147/1
1782	440152,4	4481046	MELCHOR FDEZ.ALMAGRO-AV.FERROL	147/2
1783	439901,6	4480992	MELCHOR FDEZ.ALMAGRO-AV.BETANZOS	147/1
1784	439878,5	4480949	MELCHOR FDEZ.ALMAGRO-AV.BETANZOS	147/2
1785	439467	4481043	LA BAÑEZA-Cº DE GANAPANES	126/1 126/2 147/1 147/2
1786	439534,9	4481164	MONFORTE DE LEMOS Nº 163	126/2 132/1 137/1 147/2
1787	440861,2	4467040	ALCOCER-VIRGEN DESAMPARADOS	22/2 130/1
1788	440845,8	4467046	ALCOCER-VIRGEN DESAMPARADOS	22/1 130/2
1789	441146,3	4467166	ALCOCER-ESCORIAZA	22/2 130/1
1790	441123	4467172	ALCOCER-VILLAVERDE CRUCE	18/2 22/1 116/2 130/2
1793	441411	4467325	CTRA.VILLAVERDE A VALLECAS-SAHARA	123/2 130/1
1794	441400	4467336	CTRA.VILLAVERDE A VALLECAS-SAHARA	123/1 130/2 513/1
1795	441640	4467528	CTRA.VILLAVERDE A VALLECAS-VILLAFUERTE	123/2 130/1
1796	441611	4467527	CTRA.VILLAVERDE A VALLECAS-VILLAFUERTE	123/1 130/2
1797	441976	4467917	CTRA.VILLAVERDE A VALLECAS-UNANIMIDAD	23/2 130/1
1798	441998	4467971	CTRA.VILLAVERDE A VALLECAS-UNANIMIDAD	23/1 130/2
1799	442131	4468139	CTRA.VILLAVERDE A VALLECAS-AV.ROSALES	23/2 130/1
1800	442114	4468138	CTRA.VILLAVERDE A VALLECAS-AV.ROSALES	23/1 130/2
1801	444801,1	4468885	CTRA.VILLAVERDE A VALLECAS-C.T.M.	130/1
1803	445312	4469265	Cº POZO TIO RAIMUNDO-CTRA.VILLAVERDE	130/1
1804	445288,2	4469261	Cº POZO TIO RAIMUNDO-CTRA.VILLAVERDE	130/2
1805	445328,2	4469681	Cº HORMIGUERAS-TORRE DE DON MIGUEL	130/1 454/1
1806	445370,5	4469708	Cº HORMIGUERAS-TORRE DE DON MIGUEL	130/2 454/2
1807	445605,9	4469771	Cº HORMIGUERAS-CASAS DE MIRAVETE	130/1 454/1
1808	445602,1	4469782	Cº HORMIGUERAS-CASAS DE MIRAVETE	130/2 454/2
1809	445951,8	4469883	Cº HORMIGUERAS-GONZALEZ DAVILA	130/1 454/1
1810	445923	4469887	Cº HORMIGUERAS-GONZALEZ DAVILA	130/2 454/2
1813	446803	4470214	SAN JAIME-PTO.DE LAS PILAS	130/1 454/1 509/2
1814	446854,1	4470291	SAN JAIME-PUERTO POZAZAL	130/2 454/2
1815	446985,4	4470390	SAN JAIME-SIERRA DE GADOR	130/1 454/1 509/2
1820	447300	4471396	AV.DEMOCRACIA-AV.MEDITERRANEO	130/1
1821	447274	4471369	AV.DEMOCRACIA-AV.MEDITERRANEO	130/2
1822	447691	4472194	JOSE PRAT-AV.DEMOCRACIA	71/2 130/1
1823	447666,9	4472120	JOSE PRAT-AV.DEMOCRACIA	71/1 130/2
1824	447330	4472308	JOSE PRAT-INDALECIO PRIETO	130/1
1825	447304,5	4472231	JOSE PRAT-INDALECIO PRIETO	130/2
1826	447377,1	4472521	INDALECIO PRIETO-LOS PINILLAS	8/1 71/1 130/1
1827	447340	4472559	INDALECIO PRIETO-LOS PINILLAS	8/2 71/2 130/2 508/2
1828	447452	4472753	INDALECIO PRIETO-LOS JUGLARES	8/1 71/1 130/1
1829	447401	4472754	INDALECIO PRIETO-LOS JUGLARES	8/2 71/2 130/2 508/1 508/2
1831	447561	4472960	TREN DE ARGANDA-INDALECIO PRIETO	71/2 130/2
1835	447930	4473182	CALAHORRA-GALLO	100/2 130/2
1836	443614	4480077	ARTURO SORIA-CTA.SGDO.CORAZON	29/2 107/2 501/2
1837	443872	4480706	AV.SAN LUIS-CUEVAS DE ALMANZORA	107/1 125/2
1838	443892,7	4480731	AV.SAN LUIS-CUEVAS DE ALMANZORA	107/2 125/1
1839	444246,7	4480456	AV.SAN LUIS-AÑASTRO	107/1 125/2
1840	444257	4480490	AV.SAN LUIS-AÑASTRO	107/2 125/1
1841	444628,4	4480519	AV.SAN LUIS-COL.PINAR DEL REY	107/1 125/2 172/2 372/2
1842	444615,6	4480534	AV.SAN LUIS-COL.PINAR DEL REY	107/2 125/1 172/1 372/1
1843	444855,2	4480596	AV.SAN LUIS-SOLSONA	107/1 125/2 172/2 372/2
1844	444841,1	4480615	AV.SAN LUIS-COSTA DEL SOL	107/2 125/1 172/1 372/1
1845	445033,8	4480640	AV.SAN LUIS-PZA.SANTOS HUMOSA	107/1 125/2 172/2 372/2
1846	445180,3	4480717	MAR CASPIO-PZA.SANTOS HUMOSA	9/1 72/1 107/1 502/1
1847	445184,4	4480738	MAR CASPIO-FELIPE HERRANZ	9/2 72/2 107/2 502/2
1848	445418	4480791	MAR DE LAS ANTILLAS-MAR NEGRO	9/1 107/1
1849	445400	4480817	MAR DE LAS ANTILLAS-MAR NEGRO	9/2 107/2 502/2
1850	445287	4480991	SANTA SUSANA-MAR DE LAS ANTILLAS	107/1
1851	445335,1	4481181	SANTA SUSANA Nº 8	107/1 502/1
1852	445063,3	4481309	STA.ADELA-MAR DE LAS ANTILLAS	107/1 107/2 502/1 502/2
1853	445131,2	4481090	MAR DE LAS ANTILLAS-ABARZUZA	107/2 502/2
1855	441010,6	4478697	PZA.DE SAN AMARO	3/1 3/2
1856	441110	4478839	GRAL.CABRERA-GRAL.YAGUE	3/2
1857	440954	4478897	GRAL.YAGUE-INFANTA MERCEDES	3/2 126/1
1858	440568,4	4478881	BRAVO MURILLO-LOPE DE HARO	3/2 66/2 124/2
1859	440501	4478657	BRAVO MURILLO-FCOS.RODRIGUEZ	3/2 66/2 124/2 523/2
1860	440545	4478448	AVILA-BRAVO MURILLO	3/1 43/1 43/2
1861	440853	4478410	GRAL.PERON-COMANDANTE ZORITA	3/1 43/2
1862	440495	4476654	GRAL.ALVAREZ CASTRO-VIRIATO	3/2
1863	440942	4476124	STA.ENGRACIA-JUNTA MUNICIPAL CHAMBERI	3/2
1864	441069	4475734	STA.ENGRACIA-PZA.ALONSO MARTINEZ	3/2
1865	441098	4475737	STA.ENGRACIA-PZA.ALONSO MARTINEZ	3/1 523/1
1866	443531,2	4484703	TIERRA DE MELIDE-GTA.MONTE DEL GOZO	176/2
1868	440937	4476221	STA.ENGRACIA-PZA.CHAMBERI	3/1 523/1
1869	440872	4476437	STA.ENGRACIA-GRAL.MTNEZ.CAMPOS	3/1 523/1
1870	440810	4476626	STA.ENGRACIA-GARCIA DE PAREDES	3/1
1875	439559	4474254	BAILEN-MAYOR	3/2 148/1 516/1
1876	439583	4474239	BAILEN-MAYOR	3/1 148/2 516/2
1877	439535	4473947	BAILEN-YESEROS	3/2 148/1
1878	439553	4473945	BAILEN-YESEROS	3/1 148/2
1879	439530	4473713	GRAN VIA SAN FRANCISCO-PZA.SAN FCO.	3/2 148/1 516/1
1880	439554	4473816	PZA.SAN FRANCISCO-BAILEN	3/1 148/2 516/2
1881	439581	4473590	GRAN VIA SAN FRANCISCO-AGUILA	3/2 148/1
1882	439597,3	4473606	GRAN VIA SAN FRANCISCO-AGUILA	3/1 60/2 148/2
1883	439678	4473414	GRAN VIA SAN FRANCISCO-PTA.TOLEDO	3/2 148/1 516/1
1884	439686	4473457	GRAN VIA SAN FRANCISCO-PTA.TOLEDO	3/1 60/2 148/2 516/2
1885	439735	4473313	PUERTA DE TOLEDO	3/1 3/2
1886	439866	4474332	MAYOR-PZA.DE LA VILLA	3/1 516/2
1887	440159,8	4474406	MAYOR Nº 21	3/1 516/2
1888	440493,1	4474453	PTA.DEL SOL-CARRETAS	3/1 516/2 526/2
1890	440488	4477789	GTA.CUATRO CAMINOS	68/1 68/2
1891	436608	4468545	MARAVEDI-AV.DE LA PESETA	155/2
1893	441366	4476506	GRAL.MARTINEZ CAMPOS-ZURBANO	5/1 16/2 61/2
1894	441365	4476481	GRAL.MARTINEZ CAMPOS-ZURBANO	5/2 16/1 61/1
1895	440932	4476494	GRAL.MARTINEZ CAMPOS-ALONSO CANO	5/1 16/2 61/2
1896	440938	4476895	ALONSO CANO-JOSE ABASCAL	5/1
1897	441048	4476882	MODESTO LAFUENTE-JOSE ABASCAL	5/2
1898	440960	4477200	ALONSO CANO-RIOS ROSAS	5/1
1899	441073	4477196	MODESTO LAFUENTE-RIOS ROSAS	5/2
1900	440980	4477505	ALONSO CANO-MARIA GUZMAN	5/1
1901	441093	4477505	MODESTO LAFUENTE-MARIA DE GUZMAN	5/2
1902	440996	4477714	ALONSO CANO-R.FDEZ.VILLAVERDE	5/1
1903	441119,9	4477833	ORENSE-RAIMUNDO FDEZ.VILLAVERDE	5/2 149/2
1904	441022	4478027	GRAL.MOSCARDO-BASILICA	5/1 149/1
1905	441140	4478118	ORENSE-BASILICA	5/2 149/2
1906	441048,1	4478365	GRAL.MOSCARDO-GRAL.PERON	5/1 149/1
1907	441160	4478370	ORENSE-GRAL.PERON	5/2 149/2
1908	441173	4478535	ORENSE-PALACIO DE CONGRESOS	5/2 149/2
1909	441150	4478626	GRAL.VARELA-GRAL.ORGAZ	5/1
1910	441165	4478808	GRAL.VARELA-GRAL.YAGUE	5/1
1911	441199,8	4478823	ORENSE-GRAL.YAGUE	5/2 149/2
1912	441365	4478834	GRAL.YAGUE-CAPITAN HAYA	5/1 126/2
1913	441402	4478853	GRAL.YAGUE-CAPITAN HAYA	5/2 126/1
1914	441913,7	4480160	ENRIQUE LARRETA-AGUSTIN DE FOXA	5/1
1915	441981	4480344	AGUSTIN DE FOXA-JOSE VASCONCELOS	5/1
1916	441978	4480373	AGUSTIN FOXA-JOSE VASCONCELOS	5/2 457/2
1917	442266,1	4480546	ESTACION DE CHAMARTIN	5/1 5/2 457/2
1918	440404	4474189	PZA.JACINTO BENAVENTE	6/1 6/2 26/2 32/1 32/2 65/1 65/2 526/1
1919	440327	4473983	TIRSO DE MOLINA	6/1 26/1 26/2 32/1 601/1
1920	440729,1	4474022	ATOCHA-LEON	6/2 26/2 32/2 526/1
1921	440817	4473943	ATOCHA-MAGDALENA	6/1 26/1 32/1
1922	440988	4473828	ATOCHA-COSTANILLA DESAMPARADOS	6/1 26/1 32/1
1923	440963	4473866	ATOCHA-COSTANILLA DESAMPARADOS	6/2 26/2 32/2
1924	441287	4473641	ATOCHA-PZA.EMPERADOR CARLOS V	6/1 26/1 32/1
1925	441299	4473671	ATOCHA-PZA.EMPERADOR CARLOS V	6/2 26/2 32/2
1926	440956	4472997	Pº STA.Mª CABEZA-PALOS FRONTERA	6/1 59/1 85/1 514/1
1927	440793,6	4472766	Pº STA.Mª CABEZA-EMBAJADORES	6/1 55/1 59/1 85/1 514/1
1928	440786,7	4472621	EMBAJADORES-GTA.STA.Mª CABEZA	6/1 59/1 78/1 85/1 148/1
1929	440814	4472688	GTA.SANTA MARIA DE LA CABEZA	6/2 55/2 401/2 514/2
1930	441098	4472669	FERROCARRIL Nº 13	6/2 55/2 514/2
1931	440865,7	4472349	JAIME EL CONQUISTADOR-EMBAJADORES	6/1 78/1 148/1 514/1
1932	440882,4	4472347	JAIME EL CONQUISTADOR-EMBAJADORES	6/2 78/2 148/2 514/2
1933	440837	4472126	JAIME EL CONQUISTADOR-EUGENIO SELLES	6/1 78/1 148/1 514/1
1934	440858,6	4472131	JAIME EL CONQUISTADOR-EUGENIO SELLES	6/2 78/2 148/2 514/2
1935	440712	4471274	MARCELO USERA-GTA. DE CADIZ	6/1 47/1 78/1 247/1
1936	440635	4471183	MARCELO USERA-ALMENDRALES	47/2 247/2
1938	440581	4471031	SAN ANTONIO PADUA-A.SALVADOR	6/1 78/1
1939	440647	4470953	SAN ANTONIO PADUA-HIJAS DE JESUS	6/1 78/1
1940	440493,2	4477799	GTA.CUATRO CAMINOS	69/1 69/2
1941	440693	4470745	EVANGELIOS-SANTUARIO	6/1
1942	440683	4470730	EVANGELIOS-SANTUARIO	6/2
1943	440376	4470773	DOLORES BARRANCO-AMOR HERMOSO	6/1
1944	440461	4470746	DOLORES BARRANCO-OLVIDO	6/2
1945	440115	4470748	DOLORES BARRANCO-JASPE	6/1
1946	440007	4470715	PZA.DEL HIDROGENO	6/2
1947	439727	4470643	AV.RAFAELA YBARRA-DOLORES BARRANCO	6/1 60/1 81/1 515/1
1948	439754	4470595	AV.RAFAELA YBARRA-DOLORES BARRANCO	6/2 60/2 81/2 515/2
1949	439716	4470407	AV.RAFAELA YBARRA-MARINA VEGA	6/1 60/1 81/1
1950	439726	4470368	AV.RAFAELA YBARRA-MARINA VEGA	6/2 60/2 81/2
1951	439665,3	4470191	AV.RAFAELA YBARRA-PQUE.DE LA PALOMA	6/1 60/1 81/1 515/1
1952	439670,8	4470165	AV.RAFAELA YBARRA-PQUE.DE LA PALOMA	6/2 60/2 78/2 81/2 515/2
1953	439631	4469912	AV.RAFAELA YBARRA-R.BELTRAN ROZPIDE	6/1 60/1 81/1 515/1
1955	439630	4469702	AV.RAFAELA YBARRA-AV.POBLADOS	6/1 60/1 78/1 81/1
1957	439624	4469508	AV.RAFAELA YBARRA-CESTONA	6/1 60/1 78/1 81/1 116/1 131/1 515/1
1958	439624,3	4469284	AV.RAFAELA YBARRA-UNIDAD	6/1 131/1
1959	439622,9	4469122	AV.RAFAELA YBARRA-VILLABONA	6/1 131/1
1960	439363,8	4469107	GUETARIA-ALZOLA	60/2
1961	439369,5	4469435	GUETARIA-LESACA	6/2 60/2
1962	439369	4469615	GUETARIA-TOLOSA	6/2 60/2
1963	439556	4469661	AV.POBLADOS-AV.RAFAELA YBARRA	6/2 60/2 116/1 121/1 131/1
1964	441277	4472668	RAMIREZ DE PRADO-BUSTAMANTE	8/1
1966	441660	4472513	RAMIREZ DE PRADO-VARA DEL REY	8/1
1967	442123,5	4472374	MENDEZ ALVARO-MENESES	8/1 102/1 152/1 511/1
1968	442150,7	4472394	MENDEZ ALVARO Nº 57	8/2 102/2 152/2 511/2
1969	442316	4472138	MENDEZ ALVARO-PEDRO BOSCH	102/1 152/1 511/1
1970	442337	4472172	MENDEZ ALVARO-PEDRO BOSCH	8/2 102/2 152/2 511/2
1971	442012	4472559	MENDEZ ALVARO-COMERCIO	8/2 102/2 152/2 511/2
1973	441670,2	4472901	ANCORA-MENDEZ ALVARO	8/2 102/2
1976	441047	4472911	BATALLA DEL SALADO-PALOS FRONTERA	8/2 19/1 45/2 47/1 86/1 247/1 513/1
1977	442874	4472677	AV.CDAD.BARCELONA-PACIFICO	310/1 310/2
1978	442893	4472707	AV.CDAD.BARCELONA-PACIFICO	8/2 10/2 136/2 310/2
1979	443403	4472459	PUENTE DE VALLECAS	8/2 113/2 141/2
1980	443498	4472547	AV.PEÑA PRIETA-FRANCISCO IGLESIAS	8/1 113/1 141/1
1981	443548	4472627	AV.PEÑA PRIETA-MENDIVIL	8/2 113/2 141/2
1983	443759	4472861	AV.PEÑA PRIETA-PILAR RUEDA	8/2 113/2
1984	443969	4472906	STA.MARTA-DR.LOZANO	8/1 113/1 141/1
1985	451186,4	4479292	TERMINAL DE CARGA AEROPUERTO DE BARAJAS	101/1
1986	444154	4473042	SIERRA TOLEDANA-PATIO SANTIAGO	8/1 113/1
1987	444141	4473117	SIERRA ELVIRA-SIERRA TOLEDANA	8/2 113/2
1988	444195	4473345	PZA.CORREGIDOR ALONSO AGUILAR	8/2 113/2
1989	444832	4473148	ARROYO FONTARRON-PZA.ENCUENTRO	8/2
1990	444913	4472857	ARROYO FONTARRON-CORR.J.FCO.LUJAN	8/1
1991	444938	4472866	ARROYO FONTARRON-CORR.J.FCO.LUJAN	8/2
1992	445094	4472643	ARROYO FONTARRON-ENCOMIENDA DE PALACIOS	8/1
1993	445095	4472676	ARROYO FONTARRON-ENCOMIENDA DE PALACIOS	8/2
1994	445207	4472603	ENCOMIENDA DE PALACIOS-ARROYO FONTARRON	8/1
1995	445554	4472623	ENCOMIENDA DE PALACIOS-PICO ARTILLEROS	8/1 508/1
1996	445761	4472451	ENCOMIENDA DE PALACIOS-TACONA	8/1 508/1
1997	446022	4472333	ENCOMIENDA DE PALACIOS-FTE.CARRANTONA	8/1 20/1
1998	446016	4472360	ENCOMIENDA DE PALACIOS-FTE.CARRANTONA	8/2 20/2
1999	446257	4472230	ENCOMIENDA DE PALACIOS-VALDEBERNARDO	8/1 20/1
2000	446244	4472258	ENCOMIENDA DE PALACIOS-VALDEBERNARDO	8/2 20/2
2001	446432	4472491	VALDEBERNARDO-HACIENDA DE PAVONES	8/2 20/2
2002	440924	4474618	ALCALA-CEDACEROS	5/1 9/1 15/1 20/1 51/1 52/1 53/1 150/1 516/2 526/2
2004	440863,8	4474489	CEDACEROS-ZORRILLA	3/1 601/2
2006	442144	4476953	PEDRO DE VALDIVIA-VELAZQUEZ	9/2
2007	442359	4477035	LOPEZ DE HOYOS-FCO.SILVELA	9/1
2008	442326	4477048	LOPEZ DE HOYOS-FCO.SILVELA	9/2
2009	442597,1	4477193	LOPEZ DE HOYOS-PRINCIPE VERGARA	9/1 73/1 502/1
2010	442607,5	4477223	LOPEZ DE HOYOS-PRINCIPE DE VERGARA	9/2 73/2 502/2
2011	442808,9	4477346	LOPEZ DE HOYOS-GRAL.ZABALA	9/1 73/1 502/1
2013	442943,9	4477482	LOPEZ DE HOYOS-PZA.PROSPERIDAD	9/1 73/1 502/1
2014	442982,9	4477533	LOPEZ DE HOYOS-EUGENIO SALAZAR	9/2 73/2 502/2
2015	443129,1	4477631	LOPEZ DE HOYOS-CARDENAL SILICEO	9/1 73/1 502/1
2016	443154	4477669	LOPEZ DE HOYOS-CARDENAL SILICEO	9/2 73/2 502/2
2017	443317,5	4477795	LOPEZ DE HOYOS-PANTOJA	9/1 73/1 502/1
2018	443338,3	4477832	LOPEZ DE HOYOS-PANTOJA	9/2 73/2 502/2
2020	443492,3	4477950	LOPEZ DE HOYOS-CLARA DEL REY	9/1 73/1 502/1
2021	443522,8	4477985	LOPEZ DE HOYOS-CLARA DEL REY	9/2 73/2 502/2
2022	443690,9	4478370	PADRE CLARET-AV.RAMON Y CAJAL	9/1 72/1 73/1 502/1
2024	444078,4	4478875	LOPEZ DE HOYOS-CAÑAS	9/1 53/1 72/1 73/1 502/1
2025	444053	4478863	LOPEZ DE HOYOS-PEDRO SALINAS	9/2 53/2 72/2 73/2 502/2
